domain,problem,policy_heuristic,state_heuristic,number_of_samples,length,percentage_fsm,sample_generator,sample_treatment_class,percentage_timer,percentage_time_limit,percentage_memory_limit,walker,concrete_states_generator,regressor,termination,memory_usage,time,number_of_generated_policies,number_of_inserted_policies,number_of_removed_policies,number_of_expanded_policies,solution_length,number_of_lookups,number_of_states_generated_on_state_heuristic_table,number_of_lookups,number_of_useful_lookups,number_of_hard_dead_end_lookups,number_of_easy_dead_end_lookups
tireworld-triangle,p3,delta-nearest,trie-star,100,2,0.2,fsm,keep,0.1,0.7,0.9,stop,all,action-proportionality,optimal,0.658452,0.59281,61,46,35,34,34,0,19100,83,15,4,11
