domain,problem,policy_heuristic,state_heuristic,number_of_samples,length,percentage_fsm,sample_generator,sample_treatment_class,percentage_timer,percentage_time_limit,percentage_memory_limit,walker,concrete_states_generator,regressor,termination,memory_usage,time,number_of_generated_policies,number_of_inserted_policies,number_of_removed_policies,number_of_expanded_policies,solution_length,number_of_lookups,number_of_states_generated_on_state_heuristic_table
blocksworld-advanced,p6_6,delta-nearest,trie-star,100,3,0.2,fsm,keep,0.1,0.7,0.9,stop,all,action-proportionality,optimal,5.36141,210.422,16123,15144,2624,2623,14,0,2509186
